Model,Username,User_Country,User_Province,User_City,User_PostalCode,Numpublication,NumPublicationAdoption,NumPublicationHelp,NumPublicationStray,NumComment,UserAge,Work,Studies,Marital Status,Children,Housing,Other Pets,NumPets,Gender,Specie,Chip,Sex,Race,Age,State,AnimalShelter
Pages,Darrell,Guatemala,Orense,Cuenca,75000,4584,1814,1597,1173,1664,14,Abogado,"Negocios y administración, programas multidisciplinarios o generales",relationship,15,,other,14,male,,,,,0,,
PublicationAdoption,Ann,El Salvador,Ceuta,Granollers,37047,2988,576,566,1846,1579,83,Mecánico,Ingeniería Informatica,,5,flat,bunny,12,other,turtles,,unknow,Orejas amarillas,11,foster,animalshelter
AnimalShelter,Robert,Ecuador,Teruel,Maó,30457,3447,1277,1251,919,1741,53,Electricista,Ingeniería mecánica y metalurgia,,11,quadplex,snake,5,,dog,yes,castrated_male,Basset Artesiano Normando,14,unknown,animalshelter
PublicationAdoption,Jame,India,Santa Cruz de Tenerife,Soria,71037,619,11,179,429,683,50,Enfermero,Derecho,married,3,quadplex,bunny,9,nobinary,snake,unknown,neutered_female,Serpiente marrón oriental,0,sick,animalshelter
Pages,Ronda,Bolivia,Córdoba,Asturias,67436,2402,157,1627,618,878,71,Historiador,Derecho,relationship,16,semi-detached house,bunny,14,,,,,,0,,
PublicationAdoption,Bobbie,Cuba,Zamora,Jaca,40435,3594,1842,1708,44,1951,8,Geógrafo,Ingeniería Informatica,single,5,triplex,hamster,20,other,other,no,neutered_female,Betizu,18,vet,animalshelter
AnimalShelter,Brandon,Republica Dominicana,Burgos,Alcázar de San Juan,76641,1824,255,1172,397,1819,54,Historiador,Ciencias políticas,,15,detached house,hamster,18,,other,no,intact_male,Pedresa,13,sick,animalshelter
PublicationAdoption,John,Argentina,Granada,Guadalupe,35320,3003,140,1193,1670,337,75,Músico,Ciencias políticas,,18,ground floor,cat,10,male,bunny,,neutered_female,Cabeza de leon,12,adopted,animalshelter
Pages,Zachary,Ecuador,Teruel,Linares,40723,2634,1999,249,386,1243,47,Médico cirujano,Mercadotecnia y publicidad,,12,studio,hamster,12,male,,,,,0,,
Animal,Lisa,España,Zamora,Donostia–San Sebastián,60266,1763,372,1177,214,251,5,Secretaria,Bellas artes,relationship,7,terraced house,,15,male,turtles,yes,intact_male,Orejas amarillas,10,vet,animalshelter
AnimalAdoption,Kristie,Argentina,Zaragoza,Alcalá de Guadaira,90385,1822,1276,271,275,538,12,Químico,Tecnologías de la información y comunicación,married,20,duplex,hamster,10,other,bunny,,intact_female,Tan,5,other,animalshelter
AnimalAdoption,Susan,Republica Dominicana,Cáceres,Bujalance,33005,4633,1678,1685,1270,1113,98,,"Finanzas, banca y seguros",relationship,1,attic,turtles,0,nobinary,turtles,unknown,neutered_female,Mapa,10,unknown,animalshelter
AnimalAdoption,Chasity,Francia,Zaragoza,Zaragoza,36090,3530,971,870,1689,667,73,,Mercadotecnia y publicidad,separated,1,ground floor with garden,turtles,6,,bunny,yes,castrated_male,Tan,8,vet,animalshelter
Pages,Juan,Peru,Badajoz,Ecija,87442,2501,655,538,1308,1937,49,Matemático,Bachillerato,relationship,7,ground floor,snake,7,nobinary,,,,,0,,
AnimalShelter,Leopoldo,España,Badajoz,Ourense,34215,1956,377,1266,313,1898,75,Cocinero,Mercadotecnia y publicidad,married,19,,bunny,14,,dog,,unknow,Deerhound,19,other,animalshelter
Pages,Walter,Mexico,Vizcaya,Zaragoza,99502,1488,176,998,314,1894,12,Psicólogo,Ingeniería química,single,5,duplex,hamster,14,nobinary,,,,,0,,
AnimalShelter,Gabriel,Malta,Teruel,Osuna,66799,3780,1954,1252,574,1731,52,Artesano,Ingeniería mecánica y metalurgia,,5,duplex,bunny,19,female,dog,yes,unknow,Spaniel Alemán (German Wachtelhund),14,sick,animalshelter
Pages,Valerie,Francia,Santa Cruz de Tenerife,Almadén,42079,2763,1494,438,831,488,63,Politólogo,Bellas artes,,1,loft,cat,8,nobinary,,,,,0,,
Animal,Chester,Republica de Irlanda,Salamanca,Sevilla,18984,2129,196,1729,204,1951,49,Artesano,"Finanzas, banca y seguros",,9,semi-detached house,hamster,12,nobinary,hamster,yes,intact_male,Roborowski,10,dead,animalshelter
Pages,Sheree,Mexico,Avila,Huelva,82600,4314,1919,934,1461,1800,69,Paleontólogo,Tecnologías de la información y comunicación,separated,9,ground floor with garden,dog,3,other,,,,,0,,
Animal,Eulalia,España,Cáceres,Madrid,36317,4177,1246,1809,1122,1834,25,Electricista,Economía,single,8,terraced house,dog,14,male,bunny,unknown,intact_male,Cabeza de leon,6,unknown,animalshelter
AnimalAdoption,Marion,Singapur,Barcelona,Torrelavega,69653,2922,1895,92,935,830,68,Matemático,"Negocios y administración, programas multidisciplinarios o generales",divorced,6,studio,cat,7,,dog,no,unknow,Bloodhound (Sabueso de San Huberto),18,dead,animalshelter
AnimalShelter,Jean,Venezuela,Guipuzcoa,Lorca,32606,3736,1942,1395,399,1420,68,Médico cirujano,"Finanzas, banca y seguros",separated,8,studio,cat,1,other,cat,yes,castrated_male,Ruso azul,8,other,animalshelter
AnimalAdoption,Gregory,Guatemala,Palencia,Santiago de Compostela,58465,3202,633,1733,836,1653,89,Carpintero,Tecnología y protección del medio ambiente,divorced,13,duplex,bunny,8,nobinary,snake,yes,intact_male,Serpiente negra de vientre rojo,19,foster,animalshelter
AnimalShelter,Johnnie,Venezuela,Santa Cruz de Tenerife,Gijón,90376,1889,1138,62,689,1435,26,Farmacólogo,Negocios y comercio,separated,18,bungalows,,18,other,hamster,unknown,intact_male,Chino,19,adopted,animalshelter
AnimalAdoption,John,Reino Unido,Zamora,Tortosa,37902,1651,790,294,567,877,2,Biólogo,Bellas artes,relationship,14,apartment,bunny,20,male,snake,,intact_female,Pitón,13,vet,animalshelter
AnimalAdoption,Tammy,India,Huelva,Extremadura,69432,4793,1625,1530,1638,133,67,Geógrafo,Administración y gestión de empresas,married,11,studio,dog,3,nobinary,hamster,yes,unknow,Chino,20,unknown,animalshelter
AnimalShelter,John,Chile,Palencia,Cádiz,25887,4020,954,1764,1302,661,7,Físico,"Finanzas, banca y seguros",separated,19,semi-detached house,hamster,7,male,hamster,yes,intact_male,Enano de Campbell,18,vet,animalshelter
PublicationAdoption,Cheryl,España,Tenerife,Monforte de Lemos,54768,3450,1263,299,1888,1326,44,Geógrafo,Negocios y comercio,divorced,0,studio,several,12,other,other,unknown,unknow,Betizu,1,vet,animalshelter
PublicationAdoption,Stephen,Panama,Cantabria,Martos,76460,3697,577,1307,1813,663,47,Profesor,Ingeniería Informatica,divorced,16,ground floor with garden,bunny,8,,cat,,intact_male,Ragdol,4,adopted,animalshelter
Animal,Verna,Venezuela,Cantabria,Alcalá de Henares,81156,3864,975,1149,1740,1426,55,Paramédico,Sociología y antropología,single,3,duplex,other,10,male,snake,,intact_female,Serpiente marrón oriental,3,adopted,animalshelter
PublicationAdoption,Joann,Ecuador,Córdoba,Soria,40856,3040,995,1453,592,256,25,Politólogo,Negocios y comercio,divorced,19,,snake,2,other,turtles,no,neutered_female,Pintada,0,healthy,animalshelter
AnimalAdoption,Jane,Republica Dominicana,Mallorca,Coín,27106,3562,1888,107,1567,127,56,Politólogo,Bellas artes,relationship,12,triplex,several,16,nobinary,cat,yes,intact_female,Manx,2,dead,animalshelter
AnimalShelter,Joseph,Peru,Zamora,Las Palmas,94363,2424,841,285,1298,1452,75,Médico cirujano,Psicología,married,9,ground floor,,6,other,turtles,yes,unknow,Orejas amarillas,16,sick,animalshelter
AnimalAdoption,Justin,Alemania,Huelva,Cornellà,85847,2033,541,1418,74,1489,96,Farmacólogo,ESO,relationship,19,duplex,snake,17,other,other,,intact_female,Duroc,12,unknown,animalshelter
AnimalShelter,Lena,El Salvador,Burgos,Ourense,49750,1154,353,122,679,911,53,Paleontólogo,Derecho,divorced,7,quadplex,bunny,3,nobinary,other,,castrated_male,Alvera,10,unknown,animalshelter
AnimalAdoption,Andrew,Colombia,Granada,Avilés,16112,2641,1809,47,785,1886,42,Profesor,"Finanzas, banca y seguros",married,13,apartment,several,1,,dog,unknown,castrated_male,Dogo del Tibet,8,dead,animalshelter
AnimalShelter,Susan,Ecuador,Cuenca,Getxo,11886,1597,405,605,587,939,62,Físico,Magisterio,single,19,bungalows,dog,16,male,hamster,no,unknow,Chino,8,adopted,animalshelter
Pages,Donna,Costa Rica,Toledo,Manresa,77301,2032,1206,630,196,863,38,Lavandero,Derecho,single,4,ground floor with garden,,17,other,,,,,0,,
Animal,Sandra,Honduras,Segovia,Mérida,96600,1790,871,848,71,1168,82,Técnico de sonido,Bachillerato,separated,2,,snake,17,,other,,castrated_male,Pedresa,14,other,animalshelter
AnimalShelter,William,Cuba,Tarragona,Ourense,72924,3524,1550,951,1023,1993,100,Frutero,Economía,single,20,,several,5,,dog,,castrated_male,Bulldog americano,4,healthy,animalshelter
Animal,Ethel,Guinea Ecuatorial,Fuerteventura,Lorca,13344,3717,984,1909,824,475,30,Químico,Ingeniería química,single,20,,turtles,13,male,snake,unknown,unknow,Víbora,3,other,animalshelter
PublicationAdoption,Bobby,Venezuela,Barcelona,Osuna,86408,1177,813,266,98,1249,62,Mecánico,Economía,single,13,semi-detached house,several,18,,snake,no,intact_female,Culebra,12,other,animalshelter
Animal,Thomas,Uruguay,Sevilla,Cornellà,67722,5472,1695,1833,1944,1789,67,Cocinero,Derecho,,6,apartment,other,13,,hamster,no,neutered_female,Ruso enano,11,other,animalshelter
Animal,Ken,Colombia,Castellón,Dos Hermanas,78904,1911,457,1160,294,67,51,Biólogo,Tecnologías de la información y comunicación,,2,flat,turtles,17,,turtles,,unknow,Mapa,5,vet,animalshelter
Pages,David,Argentina,Madrid,Mérida,22830,3306,1601,517,1188,452,84,Biólogo,Trabajo y atención social,divorced,0,loft,dog,4,male,,,,,0,,
AnimalAdoption,Libby,Panama,Las Palmas de Gran Canaria,Úbeda,52546,2657,975,92,1590,1964,9,Electricista,Psicología,divorced,6,quadplex,turtles,19,male,dog,,neutered_female,Dogo Argentino,11,foster,animalshelter
AnimalAdoption,Delfina,Reino Unido,Formentera,Ciudad Rodrigo,81449,3179,347,1164,1668,1898,74,Farmacólogo,Trabajo y atención social,married,6,triplex,cat,19,female,cat,,castrated_male,Siberiano,19,healthy,animalshelter
AnimalAdoption,Richard,Ecuador,Asturias,Cornellà,11645,2391,729,122,1540,1129,40,Mecánico,Sociología y antropología,,7,ground floor with garden,snake,15,,other,,intact_male,Duroc,7,adopted,animalshelter
AnimalShelter,Charles,Singapur,León,Basque Country,13356,2884,1734,548,602,1640,40,Mecánico,ESO,relationship,7,apartment,dog,4,,snake,no,neutered_female,Serpiente del maíz,1,foster,animalshelter
PublicationAdoption,Earline,Guinea Ecuatorial,Valencia,Ecija,62183,2706,1779,639,288,217,53,Frutero,Administración y gestión de empresas,single,10,loft,cat,16,male,other,yes,castrated_male,Betizu,15,adopted,animalshelter
AnimalShelter,Lisa,Cuba,Málaga,Las Palmas,37427,4311,1465,1910,936,1096,65,Contador,Contabilidad y fiscalización,divorced,13,bungalows,hamster,14,nobinary,hamster,unknown,neutered_female,Ruso enano,14,healthy,animalshelter
AnimalAdoption,Jane,Francia,La Rioja,Donostia–San Sebastián,42419,3480,1479,1411,590,154,67,Periodista,Administración y gestión de empresas,separated,5,triplex,dog,18,nobinary,cat,yes,unknow,Ragdol,4,foster,animalshelter
Pages,Forrest,El Salvador,Mallorca,Alcalá de Guadaira,16442,2190,1334,823,33,23,66,Mecánico,Ciencias políticas,relationship,15,flat,turtles,8,male,,,,,0,,
Pages,Carol,Nicaragua,Teruel,Llívia,30160,3301,467,928,1906,186,47,Biólogo,Ingeniería mecánica y metalurgia,divorced,2,ground floor with garden,bunny,15,male,,,,,0,,
Pages,Robert,Costa Rica,Cáceres,Yecla,31259,3339,517,1472,1350,1455,27,Cerrajero,Magisterio,separated,1,bungalows,dog,12,nobinary,,,,,0,,
Pages,Chris,Costa Rica,Mallorca,Teruel,98015,2925,956,1037,932,765,54,Carpintero,Administración y gestión de empresas,married,17,apartment,snake,4,nobinary,,,,,0,,
AnimalShelter,Monica,Guinea Ecuatorial,Pontevedra,Cáceres,49635,1327,360,339,628,202,45,Biólogo,Trabajo y atención social,divorced,7,attic,other,13,other,snake,unknown,unknow,Pitón,4,unknown,animalshelter
Pages,Gregory,Guinea Ecuatorial,León,El Escorial,83969,4517,1364,1722,1431,1327,81,Politólogo,Economía,relationship,16,ground floor,hamster,7,,,,,,0,,
Animal,Rolando,Cuba,Lugo,Guadalajara,85421,1907,1083,209,615,1831,57,Paramédico,Administración y gestión de empresas,married,10,triplex,other,20,other,bunny,unknown,intact_male,Tan,17,foster,animalshelter
PublicationAdoption,Francisco,Republica de Irlanda,Salamanca,Arucas,54502,2103,540,1280,283,1909,29,Técnico de sonido,Psicología,divorced,10,,cat,7,,snake,no,intact_male,Serpiente de coral,15,sick,animalshelter
PublicationAdoption,Floyd,Paraguay,Huelva,Lebrija,76473,3695,1752,187,1756,417,39,Arquitecto,Bachillerato,relationship,5,duplex,several,10,nobinary,snake,no,intact_female,Serpiente de Rata Negra,0,sick,animalshelter
Pages,Nancy,Chile,Ceuta,Navarra,19384,4495,1419,1516,1560,1160,54,Técnico de sonido,"Finanzas, banca y seguros",separated,0,,cat,20,other,,,,,0,,
AnimalAdoption,William,Mexico,Huelva,Motril,43860,3078,1752,816,510,1139,32,Enfermero,Sociología y antropología,,14,flat,dog,10,nobinary,turtles,unknown,castrated_male,Orejas rojas,5,foster,animalshelter
Animal,Gordon,El Salvador,Ceuta,Jumilla,27817,2453,475,909,1069,465,36,Archivólogo,Bachillerato,relationship,16,quadplex,other,10,nobinary,dog,,neutered_female,Husky Siberiano (Siberian Husky),3,unknown,animalshelter
AnimalShelter,Rosemarie,India,Zamora,Villaviciosa,52114,3256,1729,886,641,648,8,Físico,Criminología,married,2,bungalows,dog,13,male,dog,no,intact_female,Sabueso Francés tricolor,0,sick,animalshelter
Pages,Alma,Uruguay,Fuerteventura,Monforte de Lemos,75729,2414,829,763,822,8,18,Periodista,Ingeniería Informatica,single,9,triplex,,9,,,,,,0,,
Animal,Eva,Ecuador,Gran Canaria,Cantabria,81613,3171,894,1323,954,1311,67,Farmacólogo,"Negocios y administración, programas multidisciplinarios o generales",single,10,attic,other,8,female,snake,yes,neutered_female,Serpiente negra de vientre rojo,4,unknown,animalshelter
AnimalAdoption,Melvin,Panama,Jaén,Granada,37714,2624,157,1284,1183,1881,25,Filólogo,Derecho,married,20,ground floor with garden,hamster,5,other,turtles,yes,intact_male,Pintada,9,unknown,animalshelter
PublicationAdoption,Yvonne,Colombia,Menorca,Las Palmas,39788,2062,130,84,1848,130,78,Secretaria,Trabajo y atención social,separated,8,detached house,hamster,13,male,other,yes,unknow,Alvera,14,sick,animalshelter
AnimalShelter,Robyn,España,Albacete,Alcázar de San Juan,98413,5031,1565,1764,1702,998,54,Artesano,Tecnologías de la información y comunicación,single,13,,other,6,other,snake,unknown,unknow,Anaconda,9,sick,animalshelter
PublicationAdoption,Clark,Paraguay,Huesca,Vitoria-Gasteiz,31541,2540,1054,987,499,1168,8,Botánico,Ingeniería química,,4,flat,several,2,other,cat,unknown,intact_male,Siberiano,20,unknown,animalshelter
AnimalAdoption,Matthew,India,Sevilla,Don Benito,21076,4215,1000,1585,1630,1373,40,Mecánico,Tecnología y protección del medio ambiente,married,16,loft,bunny,20,male,other,unknown,unknow,Duroc,18,healthy,animalshelter
Animal,Mary,El Salvador,Zaragoza,Murcia,14393,4669,1903,875,1891,681,30,Geógrafo,Negocios y comercio,divorced,9,terraced house,,14,other,hamster,unknown,intact_female,Ruso enano,0,other,animalshelter
AnimalShelter,Rose,El Salvador,Menorca,Monforte de Lemos,48077,1979,756,480,743,1276,41,Químico,Derecho,separated,17,studio,,7,male,snake,,castrated_male,Serpiente del maíz,2,foster,animalshelter
Animal,Bertha,Costa Rica,León,Morón de la Frontera,19271,2576,1503,1021,52,8,64,Filólogo,Ingeniería Informatica,married,20,ground floor,,4,nobinary,dog,,castrated_male,Caniche (Poodle),2,vet,animalshelter
PublicationAdoption,Shirley,Panama,Zaragoza,Basque Country,70088,3396,1298,178,1920,663,3,Químico,Ingeniería Informatica,relationship,18,ground floor,several,16,,hamster,no,intact_female,Sirio,20,sick,animalshelter
AnimalAdoption,Cynthia,Malta,Cuenca,Extremadura,35504,2217,239,1942,36,1330,40,Electricista,Criminología,single,2,studio,several,7,,cat,unknown,unknow,Persa,16,vet,animalshelter
PublicationAdoption,Terrance,India,Cáceres,Teruel,61541,4177,1931,784,1462,515,92,Electricista,Trabajo y atención social,single,9,ground floor with garden,,18,female,hamster,,unknow,Sirio,9,sick,animalshelter
AnimalAdoption,Janie,Venezuela,Castellón,Peñarroya-Pueblonuevo,91262,4273,1323,1735,1215,569,24,Geógrafo,Ingeniería química,relationship,1,,cat,15,female,snake,yes,unknow,Cascabel,19,other,animalshelter
PublicationAdoption,Denise,Alemania,Ciudad Real,Zaragoza,31227,4565,1193,1823,1549,1377,54,Sociólogo,Bachillerato,married,19,triplex,turtles,12,nobinary,hamster,no,unknow,Ruso enano,17,other,animalshelter
PublicationAdoption,Cary,Malta,Guipuzcoa,Ciudad Real,99415,1047,768,160,119,656,88,Arquitecto,Psicología,single,4,ground floor with garden,bunny,2,,cat,,intact_male,Siberiano,9,healthy,animalshelter
Animal,Suzanne,España,La Rioja,Cuenca,81129,2938,344,982,1612,1811,25,Computista,Ciencias políticas,married,12,apartment,,3,male,turtles,,neutered_female,Mapa,12,foster,animalshelter
AnimalShelter,Gladys,Chile,Jaén,Torrelavega,13159,2046,213,375,1458,1303,37,Artesano,Ciencias políticas,,2,apartment,turtles,9,other,dog,,intact_male,Foxhound Inglés,20,dead,animalshelter
AnimalAdoption,Maisha,Nicaragua,Tenerife,Extremadura,12368,4214,1273,989,1952,700,78,Frutero,Ciencias políticas,divorced,9,triplex,cat,10,,cat,unknown,neutered_female,Ruso azul,1,other,animalshelter
AnimalShelter,Rick,India,Barcelona,Arucas,14543,2935,572,1786,577,1582,83,Técnico de sonido,Derecho,divorced,13,attic,bunny,1,female,cat,,neutered_female,Manx,12,dead,animalshelter
AnimalAdoption,Donald,Singapur,Orense,Badalona,71749,4438,968,1866,1604,427,14,Cerrajero,Sociología y antropología,separated,20,duplex,several,2,other,other,yes,intact_female,Duroc,5,sick,animalshelter
AnimalAdoption,Tracy,Ecuador,Ceuta,Lugo,50987,964,315,553,96,299,78,Secretaria,Ingeniería Informatica,,7,apartment,cat,12,,dog,yes,neutered_female,Keeshond,17,vet,animalshelter
Pages,Carrie,Malta,La Gomera,Málaga,70002,2581,622,1046,913,1238,72,Farmacólogo,Criminología,separated,13,duplex,bunny,3,female,,,,,0,,
Animal,Tommy,Panama,Orense,Cartagena,58034,2852,577,544,1731,139,80,Archivólogo,Magisterio,divorced,20,attic,turtles,13,male,turtles,yes,unknow,Cumberland,4,foster,animalshelter
AnimalShelter,Rebecca,Francia,Guadalajara,El Escorial,88630,2895,754,681,1460,1018,87,Médico cirujano,Bachillerato,divorced,3,ground floor,hamster,4,nobinary,hamster,yes,neutered_female,Chino,7,foster,animalshelter
Pages,Wanda,Uruguay,Teruel,Cáceres,66063,2184,56,1780,348,1243,35,Filólogo,Economía,relationship,15,ground floor,snake,10,nobinary,,,,,0,,
Animal,Christian,Honduras,Teruel,Navarra,50803,3510,1341,1298,871,856,31,Físico,Ingeniería mecánica y metalurgia,divorced,13,semi-detached house,dog,7,other,snake,yes,castrated_male,Cascabel,19,dead,animalshelter
Pages,George,Honduras,Mallorca,Vilagarcía de Arousa,86357,4198,1198,1400,1600,905,94,Abogado,Ingeniería mecánica y metalurgia,single,16,detached house,snake,18,,,,,,0,,
PublicationAdoption,Matthew,Francia,Orense,Álava,76406,3097,1829,528,740,187,34,Archivólogo,Sociología y antropología,separated,11,bungalows,other,2,male,other,,castrated_male,Betizu,0,unknown,animalshelter
Pages,Brooke,Nicaragua,León,Segovia,39248,3714,1474,455,1785,273,72,Frutero,Psicología,single,6,triplex,several,1,other,,,,,0,,
